,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division,Price
17638,Jakarta Garden City/JGC,3,3,90,SHM - Sertifikat Hak Milik,EAST,1700000000.0
8947,Kelapa Gading,5,3,200,SHM - Sertifikat Hak Milik,NORTH,4100000000.0
9685,Pantai Indah Kapuk,3,3,210,SHM - Sertifikat Hak Milik,NORTH,5200000000.0
16591,Tanjung Duren,3,2,341,SHGB - Hak Guna Bangunan,WEST,2900000000.0
17634,Cawang,3,2,200,SHM - Sertifikat Hak Milik,EAST,799000011.0
13546,Cibubur,5,4,240,SHM - Sertifikat Hak Milik,EAST,2400000000.0
16088,Kebon Jeruk,4,3,200,SHM - Sertifikat Hak Milik,WEST,4800000000.0
8523,Pantai Indah Kapuk,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3200000000.0
16092,Tomang,3,2,132,SHM - Sertifikat Hak Milik,WEST,2800000000.0
10971,Cengkareng,4,3,175,SHM - Sertifikat Hak Milik,WEST,5000000000.0
14058,Muara Karang,4,4,200,SHM - Sertifikat Hak Milik,NORTH,4400000000.0
14289,Kamal,3,3,134,Sertifikat Belum Pecah,NORTH,2900000000.0
17243,Jakarta Garden City/JGC,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2150000000.0
734,Glodok,2,2,63,SHM - Sertifikat Hak Milik,CENTRAL,1412379000.0
21303,Jatiwaringin,4,3,114,SHM - Sertifikat Hak Milik,EAST,2180000000.0
18981,Pantai Indah Kapuk,4,3,240,SHGB - Hak Guna Bangunan,NORTH,7000000000.0
4951,Bangka,3,3,53,SHM - Sertifikat Hak Milik,SOUTH,3800000000.0
14959,Pantai Indah Kapuk,3,3,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4000000000.0
19253,Koja,3,2,152,SHM - Sertifikat Hak Milik,NORTH,1500000000.0
19530,Cempaka Putih,4,2,170,SHM - Sertifikat Hak Milik,CENTRAL,2800000000.0
12661,Pulomas,5,4,240,SHM - Sertifikat Hak Milik,EAST,3200000000.0
2509,Duri Kepa,4,4,108,SHM - Sertifikat Hak Milik,WEST,1550000000.0
9045,Pantai Indah Kapuk,3,2,288,SHGB - Hak Guna Bangunan,NORTH,6300000000.0
7194,Kota Wisata Cibubur,3,2,150,SHM - Sertifikat Hak Milik,EAST,1250000000.0
13520,Pasar Rebo,3,1,60,SHM - Sertifikat Hak Milik,EAST,900000000.0
2094,Meruya,4,4,180,SHGB - Hak Guna Bangunan,WEST,2500000000.0
6112,Cakung,4,4,126,PPJB - Perjanjian Pengikatan Jual Beli,EAST,3400000000.0
17232,Pondok Kelapa,3,3,200,SHM - Sertifikat Hak Milik,EAST,1700000000.0
2942,Cengkareng,2,2,75,SHM - Sertifikat Hak Milik,WEST,1200000000.0
17364,Kramat Jati,4,4,92,SHM - Sertifikat Hak Milik,EAST,2000000000.0
15831,Senen,4,2,216,SHM - Sertifikat Hak Milik,CENTRAL,2800000000.0
13065,Cipinang,4,3,200,SHM - Sertifikat Hak Milik,EAST,2300000000.0
10435,Kemayoran,3,3,198,SHM - Sertifikat Hak Milik,CENTRAL,2550000000.0
10211,Cideng,4,3,220,SHM - Sertifikat Hak Milik,CENTRAL,5900000000.0
21260,Cipayung,3,2,78,SHM - Sertifikat Hak Milik,EAST,1215000000.0
21668,Rawamangun,4,2,97,SHM - Sertifikat Hak Milik,EAST,2900000000.0
20592,Kembangan,3,3,100,PPJB - Perjanjian Pengikatan Jual Beli,WEST,3300000000.0
7674,Cilangkap,2,1,45,SHM - Sertifikat Hak Milik,EAST,518000000.0
7654,Kayu Jati,3,2,170,SHM - Sertifikat Hak Milik,EAST,2500000000.0
20226,Kembangan,5,4,180,SHM - Sertifikat Hak Milik,WEST,2500000000.0
11686,Kali Deres,5,3,235,SHM - Sertifikat Hak Milik,WEST,2650000000.0
3649,Jalan Panjang,4,4,198,SHM - Sertifikat Hak Milik,WEST,3250000000.0
6182,Matraman,2,2,56,SHM - Sertifikat Hak Milik,EAST,769590000.0
14859,Pluit,2,2,200,SHM - Sertifikat Hak Milik,NORTH,6000000000.0
9684,Pantai Indah Kapuk,3,3,158,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3200000000.0
13089,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST,2300000000.0
18928,Sunter,4,1,130,SHM - Sertifikat Hak Milik,NORTH,2950000000.0
2905,Kebon Jeruk,4,3,213,SHM - Sertifikat Hak Milik,WEST,5290000000.0
7822,Jakarta Garden City/JGC,3,3,92,SHGB - Hak Guna Bangunan,EAST,2800000000.0
5224,Pondok Indah,3,4,155,SHM - Sertifikat Hak Milik,SOUTH,7000000000.0
7727,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST,3600000000.0
12764,Condet,3,3,220,SHM - Sertifikat Hak Milik,EAST,2000000000.0
21168,Duren Sawit,4,4,200,SHM - Sertifikat Hak Milik,EAST,2400000000.0
22458,Pantai Indah Kapuk,3,3,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2400000000.0
9075,Pantai Indah Kapuk,4,4,360,SHM - Sertifikat Hak Milik,NORTH,6700000000.0
19928,Cengkareng,4,4,216,SHM - Sertifikat Hak Milik,WEST,2500000000.0
13525,Condet,2,1,26,AJB - Akta Jual Beli,EAST,175000000.0
21249,Pondok Kelapa,4,4,174,SHM - Sertifikat Hak Milik,EAST,2200000000.0
12303,Kebon Jeruk,3,3,300,SHM - Sertifikat Hak Milik,WEST,5950000000.0
17060,Tomang,4,4,270,SHM - Sertifikat Hak Milik,WEST,4250000000.0
7307,Jatinegara,2,1,45,SHM - Sertifikat Hak Milik,EAST,625000004.0
22517,Kelapa Gading,3,3,120,SHM - Sertifikat Hak Milik,NORTH,3000000000.0
2688,Grogol Petamburan,3,2,240,SHM - Sertifikat Hak Milik,WEST,3500000000.0
6839,Pondok Kelapa,4,3,150,SHM - Sertifikat Hak Milik,EAST,2200000000.0
9256,Pantai Indah Kapuk,3,3,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5800000000.0
11520,Tanjung Duren,3,3,130,SHM - Sertifikat Hak Milik,WEST,2500000000.0
18084,Pulo Gadung,4,3,180,SHM - Sertifikat Hak Milik,EAST,2500000000.0
3096,Mangga Besar,4,2,117,SHM - Sertifikat Hak Milik,WEST,1000000000.0
22520,Sunter,3,2,200,SHM - Sertifikat Hak Milik,NORTH,4100000000.0
4885,Jagakarsa,4,4,185,SHM - Sertifikat Hak Milik,SOUTH,3350000000.0
17621,Rawamangun,4,2,150,PPJB - Perjanjian Pengikatan Jual Beli,EAST,3000000000.0
18444,Pantai Indah Kapuk,3,2,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2850000000.0
12584,Pulo Gebang,3,3,73,SHM - Sertifikat Hak Milik,EAST,1076405000.0
19301,Kelapa Gading,4,3,170,SHM - Sertifikat Hak Milik,NORTH,2900000000.0
9385,Pantai Indah Kapuk,4,3,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5200000000.0
2773,Kali Deres,3,1,85,SHM - Sertifikat Hak Milik,WEST,800000000.0
20612,Jembatan Lima,3,2,100,SHM - Sertifikat Hak Milik,WEST,4000000000.0
10333,Senen,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL,270000000.0
526,Johar Baru,2,2,24,SHM - Sertifikat Hak Milik,CENTRAL,550000000.0
9060,Muara Karang,3,4,180,SHM - Sertifikat Hak Milik,NORTH,2200000000.0
10546,Bendungan Hilir,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL,5210000000.0
13649,Pondok Kelapa,3,2,140,SHM - Sertifikat Hak Milik,EAST,1400000000.0
21618,Condet,3,4,105,SHM - Sertifikat Hak Milik,EAST,1700000000.0
13498,Pondok Kelapa,5,4,150,SHM - Sertifikat Hak Milik,EAST,2350000000.0
14612,Pantai Indah Kapuk,3,2,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4800000000.0
12246,Cengkareng,3,2,180,SHM - Sertifikat Hak Milik,WEST,1800000000.0
19111,Pademangan,4,3,250,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
7627,Cakung,3,3,89,SHM - Sertifikat Hak Milik,EAST,2695000000.0
5192,Tebet Timur,5,3,120,SHM - Sertifikat Hak Milik,SOUTH,3300000000.0
19654,Menteng,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL,4950000000.0
11833,Jl. H. Saaba,4,3,144,SHM - Sertifikat Hak Milik,WEST,1750000000.0
20040,Tomang,3,3,200,SHGB - Hak Guna Bangunan,WEST,3850000000.0
10569,Johar Baru,3,2,54,SHM - Sertifikat Hak Milik,CENTRAL,3000000000.0
6316,Pulomas,3,2,220,SHM - Sertifikat Hak Milik,EAST,3000000000.0
20766,Cilandak,5,4,300,SHM - Sertifikat Hak Milik,SOUTH,6500000000.0
12968,Cakung,3,2,63,SHM - Sertifikat Hak Milik,EAST,779000000.0
9881,Muara Karang,3,3,320,SHM - Sertifikat Hak Milik,NORTH,4800000000.0
15652,Cideng,3,2,169,SHM - Sertifikat Hak Milik,CENTRAL,4000000000.0
10926,Puri Mansion,4,4,220,SHM - Sertifikat Hak Milik,WEST,4400000000.0
6919,Rawamangun,3,2,180,SHM - Sertifikat Hak Milik,EAST,5000000000.0
1912,Cempaka Putih,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL,3750000000.0
15943,Sawah Besar,5,3,134,SHM - Sertifikat Hak Milik,CENTRAL,2330000000.0
6909,Duren Sawit,5,2,210,SHM - Sertifikat Hak Milik,EAST,2100000000.0
8760,Pantai Indah Kapuk,3,3,105,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2600000000.0
9562,Pantai Indah Kapuk,4,4,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2900000000.0
16945,Meruya,4,3,188,SHM - Sertifikat Hak Milik,WEST,2700000000.0
10683,Cempaka Putih,4,4,150,SHM - Sertifikat Hak Milik,CENTRAL,3600000000.0
8749,Kelapa Gading,4,3,300,SHM - Sertifikat Hak Milik,NORTH,5500000000.0
10858,Cempaka Putih,3,2,130,SHM - Sertifikat Hak Milik,CENTRAL,1900000000.0
13193,Pulo Gadung,4,4,210,SHM - Sertifikat Hak Milik,EAST,3400000000.0
6085,Kalisari,3,2,80,SHM - Sertifikat Hak Milik,EAST,1250000000.0
16559,Jalan Panjang,3,3,100,SHM - Sertifikat Hak Milik,WEST,1650000000.0
18332,Cakung,3,3,74,SHM - Sertifikat Hak Milik,EAST,1624000000.0
13031,Kayu Putih,3,2,140,SHM - Sertifikat Hak Milik,EAST,2300000000.0
6863,Pondok Kelapa,3,2,90,SHM - Sertifikat Hak Milik,EAST,1150000000.0
22358,Kelapa Gading,3,3,100,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
7852,Cijantung,3,2,85,SHM - Sertifikat Hak Milik,EAST,920000000.0
3244,Permata Buana,3,2,240,SHM - Sertifikat Hak Milik,WEST,6200000000.0
22615,Pantai Indah Kapuk,3,3,107,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
2372,Duri Kepa,3,3,150,SHM - Sertifikat Hak Milik,WEST,2400000000.0
6642,Cilangkap,3,2,80,SHM - Sertifikat Hak Milik,EAST,1000000000.0
11146,Jelambar,3,2,200,SHM - Sertifikat Hak Milik,WEST,3500000000.0
17655,Taman Mini,5,3,250,SHM - Sertifikat Hak Milik,EAST,2000000000.0
5510,Bintaro,3,3,180,SHM - Sertifikat Hak Milik,SOUTH,3950000000.0
13671,Kota Wisata Cibubur,3,2,150,SHM - Sertifikat Hak Milik,EAST,1525000000.0
3989,Radio Dalam,3,2,63,SHM - Sertifikat Hak Milik,SOUTH,628000000.0
21782,Cibubur,3,2,85,SHM - Sertifikat Hak Milik,EAST,1750000000.0
21734,Cakung,3,3,155,SHM - Sertifikat Hak Milik,EAST,2850000000.0
9750,Pantai Indah Kapuk,3,3,145,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
3696,Tomang,3,2,90,SHM - Sertifikat Hak Milik,WEST,3500000000.0
8291,Pantai Indah Kapuk,3,3,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4500000000.0
12027,Cengkareng,5,3,303,SHM - Sertifikat Hak Milik,WEST,4900000000.0
21156,Condet,4,2,98,SHM - Sertifikat Hak Milik,EAST,1150000000.0
8371,Sunter,4,1,340,SHM - Sertifikat Hak Milik,NORTH,6000000000.0
21680,Cakung,4,3,140,SHM - Sertifikat Hak Milik,EAST,1700000000.0
6225,Cipinang,2,2,54,SHM - Sertifikat Hak Milik,EAST,910200000.0
7538,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST,2100000000.0
19826,Joglo,3,3,235,SHM - Sertifikat Hak Milik,WEST,4500000000.0
843,Bendungan Hilir,4,2,121,SHM - Sertifikat Hak Milik,CENTRAL,4600000000.0
7107,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST,2800000000.0
13097,Duren Sawit,5,4,300,SHM - Sertifikat Hak Milik,EAST,3500000000.0
15805,Senen,5,2,192,SHM - Sertifikat Hak Milik,CENTRAL,2850000000.0
8697,Koja,5,3,209,SHM - Sertifikat Hak Milik,NORTH,2350000000.0
9907,Sunter,4,3,300,SHM - Sertifikat Hak Milik,NORTH,5500000000.0
11607,Kali Deres,3,1,90,SHM - Sertifikat Hak Milik,WEST,1100000000.0
20912,Duren Sawit,3,2,200,SHM - Sertifikat Hak Milik,EAST,2400000000.0
13565,Duren Sawit,3,2,90,SHM - Sertifikat Hak Milik,EAST,1250000000.0
9933,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL,431200000.0
8905,Pantai Indah Kapuk,3,3,250,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5500000000.0
107,Kemayoran,2,2,69,SHM - Sertifikat Hak Milik,CENTRAL,887800000.0
21602,Pulo Gadung,4,2,150,SHM - Sertifikat Hak Milik,EAST,3900000000.0
12694,Kalisari,3,2,115,SHM - Sertifikat Hak Milik,EAST,1450000000.0
18637,Pantai Indah Kapuk,4,4,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5400000000.0
9742,Penjaringan,3,2,55,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1700000000.0
7409,Pulo Asem,4,4,170,SHM - Sertifikat Hak Milik,EAST,2600000000.0
3484,Kali Deres,3,3,110,PPJB - Perjanjian Pengikatan Jual Beli,WEST,2300000000.0
7569,Cakung,3,2,147,SHM - Sertifikat Hak Milik,EAST,2700000000.0
18655,Kelapa Gading,3,2,105,SHM - Sertifikat Hak Milik,NORTH,1550000000.0
6872,Klender,4,3,230,SHM - Sertifikat Hak Milik,EAST,2950000000.0
4371,Jagakarsa,3,3,190,SHM - Sertifikat Hak Milik,SOUTH,3000000000.0
8433,Sunter,4,3,286,SHM - Sertifikat Hak Milik,NORTH,6900000000.0
8207,Kamal,4,3,105,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2800000000.0
21555,Cipinang,2,2,54,SHM - Sertifikat Hak Milik,EAST,910000000.0
18209,Rawamangun,4,2,160,SHM - Sertifikat Hak Milik,EAST,2400000000.0
13392,Halim,5,4,191,SHM - Sertifikat Hak Milik,EAST,3500000000.0
7610,Pondok Kelapa,5,4,250,SHM - Sertifikat Hak Milik,EAST,3500000000.0
22549,Pantai Indah Kapuk,3,2,45,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1650000000.0
22416,Pantai Indah Kapuk,3,3,160,SHM - Sertifikat Hak Milik,NORTH,4400000000.0
14099,Pluit,4,2,200,SHM - Sertifikat Hak Milik,NORTH,7000000000.0
21869,Pantai Indah Kapuk,4,4,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5800000000.0
19986,Kali Deres,4,3,62,SHM - Sertifikat Hak Milik,WEST,1600000000.0
11439,Cengkareng,2,2,120,SHM - Sertifikat Hak Milik,WEST,1200000000.0
14177,Kelapa Gading,2,2,102,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
9857,Pantai Indah Kapuk,3,3,280,SHGB - Hak Guna Bangunan,NORTH,5750000000.0
12911,Cipayung,2,1,60,SHM - Sertifikat Hak Milik,EAST,826800000.0
9940,Cempaka Putih,5,4,288,SHM - Sertifikat Hak Milik,CENTRAL,3890000000.0
8601,Muara Karang,5,4,250,SHM - Sertifikat Hak Milik,NORTH,4300000000.0
18770,Kelapa Gading,2,1,56,SHM - Sertifikat Hak Milik,NORTH,1100000000.0
9293,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4500000000.0
2745,Jelambar,3,3,250,SHM - Sertifikat Hak Milik,WEST,2825000000.0
14578,Pantai Indah Kapuk,2,2,125,SHM - Sertifikat Hak Milik,NORTH,3800000000.0
6531,Cipinang,5,2,105,SHM - Sertifikat Hak Milik,EAST,950000000.0
15833,Kemayoran,4,3,150,SHM - Sertifikat Hak Milik,CENTRAL,2000000000.0
6211,Cipayung,2,2,60,SHM - Sertifikat Hak Milik,EAST,1200000000.0
9766,Pantai Indah Kapuk,4,4,200,SHM - Sertifikat Hak Milik,NORTH,4700000000.0
10004,Johar Baru,5,3,224,SHM - Sertifikat Hak Milik,CENTRAL,2650000000.0
10535,Johar Baru,3,2,120,SHM - Sertifikat Hak Milik,CENTRAL,1950000000.0
11179,Joglo,4,4,240,SHM - Sertifikat Hak Milik,WEST,3900000000.0
14066,Pantai Indah Kapuk,2,2,54,SHM - Sertifikat Hak Milik,NORTH,1388000000.0
17836,Condet,3,2,186,SHM - Sertifikat Hak Milik,EAST,1800000000.0
17420,Kayu Putih,3,3,130,SHM - Sertifikat Hak Milik,EAST,2200000000.0
21408,Cijantung,3,2,75,SHM - Sertifikat Hak Milik,EAST,1250000000.0
8212,Pantai Indah Kapuk,3,1,280,Sertifikat Belum Pecah,NORTH,3400000000.0
8208,Pantai Indah Kapuk,4,3,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3200000000.0
7845,Utan Kayu,2,2,40,Tanah Girik / Rincik / Kikitir,EAST,600000000.0
11143,Puri Mansion,3,3,120,SHM - Sertifikat Hak Milik,WEST,2750000000.0
20873,Cibubur,3,2,95,SHM - Sertifikat Hak Milik,EAST,1800000000.0
2972,Cengkareng,3,3,176,SHM - Sertifikat Hak Milik,WEST,3200000000.0
15070,Pantai Indah Kapuk,4,3,136,SHM - Sertifikat Hak Milik,NORTH,6600000000.0
5117,Jagakarsa,4,4,170,SHM - Sertifikat Hak Milik,SOUTH,3000000000.0
8175,Tanjung Priok,2,1,42,SHM - Sertifikat Hak Milik,NORTH,490000000.0
13013,Pasar Rebo,3,2,85,SHGB - Hak Guna Bangunan,EAST,2018000000.0
6496,Cipayung,2,1,36,SHM - Sertifikat Hak Milik,EAST,210000000.0
16480,Citra Garden,2,2,72,SHM - Sertifikat Hak Milik,WEST,1450000000.0
17022,Jelambar,3,2,132,SHM - Sertifikat Hak Milik,WEST,1900000000.0
13872,Pantai Indah Kapuk,3,3,142,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3400000000.0
7637,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST,1800000000.0
22222,Teluk Gong,5,3,270,SHM - Sertifikat Hak Milik,NORTH,2480000000.0
9923,Cempaka Putih,3,3,63,SHM - Sertifikat Hak Milik,CENTRAL,1214100000.0
11229,Kepa Duri,3,2,192,SHM - Sertifikat Hak Milik,WEST,2400000000.0
19234,Kelapa Gading,3,3,160,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
21252,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST,2200000000.0
14165,Penjaringan,3,3,87,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1900000000.0
2757,Jelambar,4,3,120,SHM - Sertifikat Hak Milik,WEST,1850000000.0
668,Senen,2,2,123,SHM - Sertifikat Hak Milik,CENTRAL,1730000000.0
11504,Jelambar,4,3,195,SHM - Sertifikat Hak Milik,WEST,2500000000.0
6019,Makasar,4,2,130,AJB - Akta Jual Beli,EAST,900000000.0
4059,Ciputat,3,2,63,SHM - Sertifikat Hak Milik,SOUTH,628000000.0
5791,Lebak Bulus,5,4,150,SHM - Sertifikat Hak Milik,SOUTH,3850000000.0
21517,Cakung,4,3,250,SHM - Sertifikat Hak Milik,EAST,2250000000.0
9532,Sunter,3,2,98,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
20288,Cengkareng,2,2,87,Sertifikat Belum Pecah,WEST,1600000000.0
9491,Sunter,5,4,300,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
22045,Kapuk,2,2,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2100000000.0
7704,Jatiwaringin,4,3,117,SHM - Sertifikat Hak Milik,EAST,5000000000.0
20442,Green Garden,4,4,153,SHM - Sertifikat Hak Milik,WEST,3100000000.0
10881,Menteng,2,2,40,SHM - Sertifikat Hak Milik,CENTRAL,800000000.0
18709,Kelapa Gading,3,1,75,SHM - Sertifikat Hak Milik,NORTH,1200000000.0
5219,Cirendeu,4,2,190,SHM - Sertifikat Hak Milik,SOUTH,4900000000.0
17286,Pondok Kelapa,4,3,120,SHM - Sertifikat Hak Milik,EAST,2150000000.0
18210,Kramat Jati,3,3,150,SHM - Sertifikat Hak Milik,EAST,2400000000.0
16142,Jelambar,3,2,275,SHM - Sertifikat Hak Milik,WEST,3000000000.0
15621,Thamrin,3,2,200,PPJB - Perjanjian Pengikatan Jual Beli,CENTRAL,4200000000.0
13100,Jakarta Garden City/JGC,3,3,90,SHM - Sertifikat Hak Milik,EAST,2700000000.0
1263,Johar Baru,2,2,76,SHM - Sertifikat Hak Milik,CENTRAL,1900000000.0
14335,Pantai Indah Kapuk,3,3,280,SHM - Sertifikat Hak Milik,NORTH,7000000000.0
3264,Pegadungan,5,4,190,SHM - Sertifikat Hak Milik,WEST,2700000000.0
15011,Kelapa Gading,4,4,255,SHM - Sertifikat Hak Milik,NORTH,4237123888.0
8134,Kelapa Gading,4,3,168,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
18295,Ciracas,2,1,45,AJB - Akta Jual Beli,EAST,500000000.0
11215,Citra Garden,2,2,110,PPJB - Perjanjian Pengikatan Jual Beli,WEST,1700000000.0
3120,Kota,2,1,27,SHM - Sertifikat Hak Milik,WEST,260000000.0
16329,Citra Garden,3,2,160,SHM - Sertifikat Hak Milik,WEST,3000000000.0
16230,Tomang,3,2,80,SHM - Sertifikat Hak Milik,WEST,900000000.0
17441,Taman Modern,2,1,100,SHM - Sertifikat Hak Milik,EAST,1300000000.0
16541,Kembangan,3,3,265,SHM - Sertifikat Hak Milik,WEST,4500000000.0
22198,Pantai Indah Kapuk,4,4,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3850000000.0
3676,Tanjung Duren,5,3,108,SHM - Sertifikat Hak Milik,WEST,2200000000.0
2851,Jelambar,2,2,130,SHM - Sertifikat Hak Milik,WEST,1800000000.0
3651,Joglo,3,3,180,SHM - Sertifikat Hak Milik,WEST,5500000000.0
15010,Kelapa Gading,4,3,300,SHM - Sertifikat Hak Milik,NORTH,5000000000.0
5933,Antasari,3,3,79,SHM - Sertifikat Hak Milik,SOUTH,1161324000.0
9452,Teluk Gong,4,2,180,SHM - Sertifikat Hak Milik,NORTH,3200000000.0
22323,Muara Karang,5,4,200,SHM - Sertifikat Hak Milik,NORTH,4600000000.0
17454,Jakarta Garden City/JGC,3,3,115,SHM - Sertifikat Hak Milik,EAST,4000000000.0
7113,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST,1650000000.0
21312,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST,265000000.0
1378,Glodok,4,3,222,SHM - Sertifikat Hak Milik,CENTRAL,5000000000.0
21233,Duren Sawit,3,3,97,SHGB - Hak Guna Bangunan,EAST,2800000000.0
11745,Kali Deres,2,2,108,SHM - Sertifikat Hak Milik,WEST,1950000000.0
16589,Jelambar,4,2,252,SHM - Sertifikat Hak Milik,WEST,6750000000.0
6170,Cipinang,3,3,52,SHM - Sertifikat Hak Milik,EAST,830000000.0
9032,Pantai Indah Kapuk,4,3,200,SHM - Sertifikat Hak Milik,NORTH,3100000000.0
6254,Jatiwaringin,3,2,60,SHM - Sertifikat Hak Milik,EAST,1300000000.0
18456,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH,5000000000.0
16752,Kali Deres,3,2,150,SHM - Sertifikat Hak Milik,WEST,2000000000.0
11538,Taman Surya,2,2,120,SHGB - Hak Guna Bangunan,WEST,1590000000.0
735,Kemayoran,2,2,63,SHM - Sertifikat Hak Milik,CENTRAL,1412389000.0
12698,Kalisari,3,3,115,SHM - Sertifikat Hak Milik,EAST,1450000000.0
19552,Cempaka Putih,3,2,180,SHM - Sertifikat Hak Milik,CENTRAL,2800000000.0
11429,Taman Palem,3,2,70,SHM - Sertifikat Hak Milik,WEST,1480600000.0
5704,Duren Tiga,3,2,162,SHM - Sertifikat Hak Milik,SOUTH,2888000000.0
6956,Pulomas,4,2,200,SHM - Sertifikat Hak Milik,EAST,4800000000.0
6623,Ciracas,3,3,122,SHM - Sertifikat Hak Milik,EAST,3500000000.0
19888,Daan Mogot,3,2,100,SHM - Sertifikat Hak Milik,WEST,1750000000.0
15527,Johar Baru,3,1,116,SHM - Sertifikat Hak Milik,CENTRAL,1900000000.0
8930,Sunter,3,3,1,SHM - Sertifikat Hak Milik,NORTH,2000000000.0
18763,Pluit,3,3,185,SHM - Sertifikat Hak Milik,NORTH,3800000000.0
6484,Cakung,2,1,60,SHM - Sertifikat Hak Milik,EAST,1175000000.0
12026,Puri Indah,4,3,120,SHM - Sertifikat Hak Milik,WEST,3600000000.0
4087,Pesanggrahan,4,3,256,SHM - Sertifikat Hak Milik,SOUTH,5995000000.0
698,Cempaka Putih,3,3,157,SHM - Sertifikat Hak Milik,CENTRAL,4000000000.0
10346,Gambir,4,3,245,SHM - Sertifikat Hak Milik,CENTRAL,5600000000.0
15987,Kebon Jeruk,4,3,108,SHM - Sertifikat Hak Milik,WEST,1670000000.0
15796,Cideng,3,2,187,SHM - Sertifikat Hak Milik,CENTRAL,6000000000.0
18679,Kelapa Gading,3,2,72,SHM - Sertifikat Hak Milik,NORTH,1790000000.0
21686,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST,280000000.0
17061,Jelambar,3,3,162,SHM - Sertifikat Hak Milik,WEST,2600000000.0
3114,Meruya,4,4,200,SHM - Sertifikat Hak Milik,WEST,3500000000.0
11301,Grogol Petamburan,4,3,250,SHM - Sertifikat Hak Milik,WEST,3950000000.0
2199,Cengkareng,3,3,240,SHM - Sertifikat Hak Milik,WEST,4200000000.0
9791,Pantai Indah Kapuk,4,4,240,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,6500000000.0
15352,Pantai Indah Kapuk,3,4,240,SHM - Sertifikat Hak Milik,NORTH,4600000000.0
1372,Cempaka Putih,2,2,90,SHM - Sertifikat Hak Milik,CENTRAL,1900000000.0
12589,Pondok Kelapa,3,2,61,SHM - Sertifikat Hak Milik,EAST,1563680000.0
12548,Cipinang,5,4,100,SHM - Sertifikat Hak Milik,EAST,4100000000.0
7945,Pantai Indah Kapuk,4,4,170,SHM - Sertifikat Hak Milik,NORTH,5850000000.0
14098,Muara Karang,3,2,90,SHM - Sertifikat Hak Milik,NORTH,2600000000.0
7557,Cakung,4,3,150,SHM - Sertifikat Hak Milik,EAST,2400000000.0
17614,Kota Wisata Cibubur,2,1,70,SHM - Sertifikat Hak Milik,EAST,1050000000.0
3642,Citra Garden,3,2,118,SHM - Sertifikat Hak Milik,WEST,2750000000.0
16383,Citra Garden,2,2,120,SHM - Sertifikat Hak Milik,WEST,2000000000.0
