Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
1650000000.0,Pondok Kelapa,3,3,110,SHM - Sertifikat Hak Milik,EAST
1250000000.0,Lubang Buaya,3,2,70,SHM - Sertifikat Hak Milik,EAST
3200000000.0,Cipinang,5,3,240,SHM - Sertifikat Hak Milik,EAST
1350000000.0,Cipinang,2,2,85,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
2300000000.0,Cipinang,4,2,160,SHM - Sertifikat Hak Milik,EAST
3150000000.0,Rawamangun,3,2,144,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Duren Sawit,3,3,138,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Rawamangun,3,2,100,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
910000000.0,Cipayung,2,1,50,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Pondok Bambu,3,3,91,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1400000000.0,Cakung,3,1,100,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
780000000.0,Cibubur,3,2,72,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Cakung,3,3,87,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
4500000000.0,Jakarta Garden City/JGC,3,3,180,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Pulomas,3,3,148,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST
1650000000.0,Taman Modern,4,2,160,SHM - Sertifikat Hak Milik,EAST
2400000000.0,Rawamangun,3,2,135,SHM - Sertifikat Hak Milik,EAST
6800000000.0,Cipinang,4,4,240,SHM - Sertifikat Hak Milik,EAST
4000000000.0,Rawamangun,3,3,155,SHM - Sertifikat Hak Milik,EAST
6000000000.0,Pondok Kelapa,4,4,270,SHM - Sertifikat Hak Milik,EAST
2500000000.0,Kayu Putih,4,2,124,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Jakarta Garden City/JGC,4,4,200,PPJB - Perjanjian Pengikatan Jual Beli,EAST
1800000000.0,Duren Sawit,3,3,120,SHM - Sertifikat Hak Milik,EAST
425000000.0,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST
1900000000.0,Jatiwaringin,3,2,110,SHM - Sertifikat Hak Milik,EAST
1150000000.0,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
1700000000.0,Cibubur,3,2,100,SHM - Sertifikat Hak Milik,EAST
175000000.0,Pasar Rebo,2,2,36,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Cilangkap,3,2,80,SHM - Sertifikat Hak Milik,EAST
975000000.0,Cibubur,2,1,80,SHM - Sertifikat Hak Milik,EAST
750000000.0,Cibubur,2,1,52,SHM - Sertifikat Hak Milik,EAST
1590000000.0,Cibubur,4,3,200,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
826000000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST
1618470000.0,Cibubur,3,3,80,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
1050000000.0,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST
826800000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
480000000.0,Matraman,2,2,39,SHM - Sertifikat Hak Milik,EAST
1500000000.0,Cakung,3,2,120,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST
4100000000.0,Rawamangun,4,4,250,SHM - Sertifikat Hak Milik,EAST
900000000.0,Kalisari,3,2,60,SHM - Sertifikat Hak Milik,EAST
2350000000.0,Jakarta Garden City/JGC,4,4,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST
4500000000.0,Pulomas,4,4,330,SHM - Sertifikat Hak Milik,EAST
280000000.0,Kramat Jati,2,1,25,SHM - Sertifikat Hak Milik,EAST
1400000000.0,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST
295000000.0,Condet,2,1,25,SHM - Sertifikat Hak Milik,EAST
5000000000.0,Cililitan,5,4,191,SHM - Sertifikat Hak Milik,EAST
2200000000.0,Condet,3,3,85,SHM - Sertifikat Hak Milik,EAST
5000000000.0,Cililitan,5,4,191,SHM - Sertifikat Hak Milik,EAST
2400000000.0,Duren Sawit,5,3,160,SHM - Sertifikat Hak Milik,EAST
900000000.0,Cilangkap,3,2,78,SHM - Sertifikat Hak Milik,EAST
1400000000.0,Cakung,3,3,96,SHM - Sertifikat Hak Milik,EAST
1700000000.0,Cakung,3,2,84,SHM - Sertifikat Hak Milik,EAST
2700000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
2200000000.0,Condet,4,3,100,SHM - Sertifikat Hak Milik,EAST
1100000000.0,Condet,3,2,105,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Condet,3,2,95,SHM - Sertifikat Hak Milik,EAST
1450000000.0,Cakung,3,2,104,SHM - Sertifikat Hak Milik,EAST
1450000000.0,Duren Sawit,3,2,120,SHM - Sertifikat Hak Milik,EAST
3700000000.0,Pondok Kelapa,4,3,210,SHM - Sertifikat Hak Milik,EAST
1500000000.0,Cakung,2,2,120,SHGB - Hak Guna Bangunan,EAST
4500000000.0,Rawamangun,4,4,198,SHM - Sertifikat Hak Milik,EAST
2700000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
4500000000.0,Rawamangun,4,4,200,SHM - Sertifikat Hak Milik,EAST
1500000000.0,Cakung,2,2,120,SHGB - Hak Guna Bangunan,EAST
2700000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
625000004.0,Jatinegara,2,1,45,SHM - Sertifikat Hak Milik,EAST
4000000000.0,Pulomas,4,3,200,SHM - Sertifikat Hak Milik,EAST
1500000000.0,Cakung,2,2,120,SHGB - Hak Guna Bangunan,EAST
2700000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
4500000000.0,Rawamangun,4,4,200,SHM - Sertifikat Hak Milik,EAST
2700000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
4500000000.0,Pulomas,4,2,185,SHM - Sertifikat Hak Milik,EAST
689000000.0,Cililitan,3,2,52,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Pondok Kelapa,4,3,93,SHM - Sertifikat Hak Milik,EAST
4800000000.0,Kramat Jati,3,2,175,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Rawamangun,4,4,90,SHM - Sertifikat Hak Milik,EAST
3200000000.0,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST
689000000.0,Cililitan,3,2,52,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Rawamangun,4,4,135,SHM - Sertifikat Hak Milik,EAST
5341000000.0,Cakung,4,4,171,SHM - Sertifikat Hak Milik,EAST
1100000000.0,Condet,3,2,105,SHM - Sertifikat Hak Milik,EAST
689000000.0,Ciracas,3,2,52,SHM - Sertifikat Hak Milik,EAST
1630000000.0,Jatiwaringin,4,3,113,SHM - Sertifikat Hak Milik,EAST
1175000000.0,Cakung,2,1,60,SHM - Sertifikat Hak Milik,EAST
750000000.0,Condet,2,2,65,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Cipayung,4,2,120,SHM - Sertifikat Hak Milik,EAST
3950000000.0,Cawang,4,3,191,SHM - Sertifikat Hak Milik,EAST
1900000000.0,Ciracas,4,3,130,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Kramat Jati,4,3,130,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Taman Mini,4,3,130,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Rawamangun,3,3,100,SHM - Sertifikat Hak Milik,EAST
3450000000.0,Pondok Kelapa,5,3,250,SHM - Sertifikat Hak Milik,EAST
400000000.0,Lubang Buaya,2,1,36,SHM - Sertifikat Hak Milik,EAST
970000000.0,Cakung,3,2,63,SHM - Sertifikat Hak Milik,EAST
900000000.0,Pulo Gadung,2,2,60,SHM - Sertifikat Hak Milik,EAST
2300000000.0,Cipinang,3,2,160,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Cakung,3,3,150,SHM - Sertifikat Hak Milik,EAST
700000000.0,Cibubur,2,2,73,SHM - Sertifikat Hak Milik,EAST
1850000000.0,Condet,3,3,135,SHM - Sertifikat Hak Milik,EAST
715000000.0,Condet,4,2,75,SHM - Sertifikat Hak Milik,EAST
1100000000.0,Condet,4,2,120,SHM - Sertifikat Hak Milik,EAST
1850000000.0,Condet,4,3,103,SHM - Sertifikat Hak Milik,EAST
1620000000.0,Condet,4,4,120,SHM - Sertifikat Hak Milik,EAST
1200000000.0,Condet,4,2,130,SHM - Sertifikat Hak Milik,EAST
175000000.0,Pasar Rebo,2,1,26,SHM - Sertifikat Hak Milik,EAST
175000000.0,Condet,2,1,26,SHM - Sertifikat Hak Milik,EAST
340000000.0,Condet,2,1,34,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Cipinang,3,3,91,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Cipayung,3,3,165,SHM - Sertifikat Hak Milik,EAST
2200000000.0,Pondok Kelapa,4,4,160,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Pondok Gede,5,3,170,SHM - Sertifikat Hak Milik,EAST
2200000000.0,Pondok Bambu,4,4,160,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Lubang Buaya,3,3,91,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Cipayung,3,2,86,SHM - Sertifikat Hak Milik,EAST
1300000000.0,Cipayung,3,2,86,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Pulo Asem,4,4,170,SHM - Sertifikat Hak Milik,EAST
1175000000.0,Pulo Gebang,2,1,60,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Pulo Gebang,3,2,150,SHM - Sertifikat Hak Milik,EAST
3950000000.0,Cakung,4,3,200,SHM - Sertifikat Hak Milik,EAST
1475000000.0,Jakarta Garden City/JGC,2,2,58,Sertifikat Belum Pecah,EAST
3600000000.0,Cakung,3,3,115,PPJB - Perjanjian Pengikatan Jual Beli,EAST
3100000000.0,Jakarta Garden City/JGC,4,3,215,SHM - Sertifikat Hak Milik,EAST
2150000000.0,Jakarta Garden City/JGC,4,3,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST
2700000000.0,Jakarta Garden City/JGC,4,3,120,PPJB - Perjanjian Pengikatan Jual Beli,EAST
2700000000.0,Jakarta Garden City/JGC,4,3,116,SHM - Sertifikat Hak Milik,EAST
2850000000.0,Jakarta Garden City/JGC,3,3,115,PPJB - Perjanjian Pengikatan Jual Beli,EAST
4500000000.0,Cibubur,4,3,250,SHM - Sertifikat Hak Milik,EAST
4000000000.0,Cakung,4,4,200,SHM - Sertifikat Hak Milik,EAST
3250000000.0,Kayu Putih,5,4,200,SHGB - Hak Guna Bangunan,EAST
3500000000.0,Rawamangun,4,4,200,SHM - Sertifikat Hak Milik,EAST
890000000.0,Cibubur,3,2,100,SHM - Sertifikat Hak Milik,EAST
2200000000.0,Cililitan,3,3,86,SHM - Sertifikat Hak Milik,EAST
1700000000.0,Kota Wisata Cibubur,4,3,120,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Gede,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Rawamangun,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Kelapa,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Bambu,5,2,105,SHM - Sertifikat Hak Milik,EAST
1450000000.0,Kalimalang,3,2,100,SHM - Sertifikat Hak Milik,EAST
1450000000.0,Pondok Bambu,3,2,100,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Bambu,5,2,105,SHM - Sertifikat Hak Milik,EAST
650000000.0,Pondok Kelapa,3,2,80,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Gede,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Buaran,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Kelapa,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Duren Sawit,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Bambu,5,2,105,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Rawamangun,4,2,105,SHM - Sertifikat Hak Milik,EAST
2450000000.0,Rawamangun,3,2,120,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Jakarta Garden City/JGC,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST
3900000000.0,Rawamangun,3,2,150,SHGB - Hak Guna Bangunan,EAST
950000000.0,Cakung,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Cibubur,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Ciracas,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Rawamangun,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Duren Sawit,5,2,105,SHM - Sertifikat Hak Milik,EAST
950000000.0,Pondok Kopi,5,2,105,SHM - Sertifikat Hak Milik,EAST
3300000000.0,Cibubur,4,4,200,SHM - Sertifikat Hak Milik,EAST
1600000000.0,Condet,3,3,110,SHM - Sertifikat Hak Milik,EAST
650000000.0,Pondok Kopi,3,2,80,SHM - Sertifikat Hak Milik,EAST
800000000.0,Cipayung,2,1,50,SHM - Sertifikat Hak Milik,EAST
910000100.0,Cipayung,2,1,50,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Cipayung,3,2,116,SHM - Sertifikat Hak Milik,EAST
1375000000.0,Cakung,3,2,150,SHM - Sertifikat Hak Milik,EAST
1500000000.0,Pondok Kopi,3,2,110,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Cakung,4,2,150,SHM - Sertifikat Hak Milik,EAST
1500000000.0,Duren Sawit,3,1,90,SHM - Sertifikat Hak Milik,EAST
2700000000.0,Pondok Kelapa,3,2,160,SHM - Sertifikat Hak Milik,EAST
3600000000.0,Rawamangun,5,4,208,SHM - Sertifikat Hak Milik,EAST
3250000000.0,Cipinang,3,2,200,SHM - Sertifikat Hak Milik,EAST
850000000.0,Klender,3,2,90,SHM - Sertifikat Hak Milik,EAST
270000000.0,Jatinegara,2,1,36,SHM - Sertifikat Hak Milik,EAST
270000000.0,Pondok Kopi,2,1,36,SHM - Sertifikat Hak Milik,EAST
1150000000.0,Cibubur,3,2,89,SHM - Sertifikat Hak Milik,EAST
1085000000.0,Taman Mini,3,2,65,SHM - Sertifikat Hak Milik,EAST
1150000000.0,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST
750000000.0,Cakung,3,2,90,SHM - Sertifikat Hak Milik,EAST
1400000000.0,Cibubur,4,3,107,SHM - Sertifikat Hak Milik,EAST
1175000000.0,Lubang Buaya,3,2,80,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST
2500000000.0,Pondok Bambu,4,4,150,SHM - Sertifikat Hak Milik,EAST
1875000000.0,Kramat Jati,5,2,250,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Pondok Kelapa,4,3,140,SHM - Sertifikat Hak Milik,EAST
1200000000.0,Cipayung,4,2,120,SHM - Sertifikat Hak Milik,EAST
1175000000.0,Pulo Gebang,2,1,60,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST
3200000000.0,Cakung,4,4,170,SHM - Sertifikat Hak Milik,EAST
1175000000.0,Pulo Gebang,2,1,60,SHM - Sertifikat Hak Milik,EAST
1400000000.0,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Rawamangun,4,4,160,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Matraman,5,3,150,SHGB - Hak Guna Bangunan,EAST
3800000000.0,Rawamangun,5,4,225,SHM - Sertifikat Hak Milik,EAST
1950000000.0,Cakung,3,2,126,PPJB - Perjanjian Pengikatan Jual Beli,EAST
2700000000.0,Cakung,3,2,147,SHM - Sertifikat Hak Milik,EAST
2900000000.0,Cakung,3,2,91,PPJB - Perjanjian Pengikatan Jual Beli,EAST
700000000.0,Cibubur,2,2,65,SHGB - Hak Guna Bangunan,EAST
2800000000.0,Jakarta Garden City/JGC,3,3,136,SHGB - Hak Guna Bangunan,EAST
3500000000.0,Rawamangun,3,3,100,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Cakung,3,3,85,SHM - Sertifikat Hak Milik,EAST
1700000000.0,Cakung,4,3,90,SHM - Sertifikat Hak Milik,EAST
467000000.0,Ciracas,2,2,33,SHM - Sertifikat Hak Milik,EAST
2200000000.0,Cakung,3,3,87,SHM - Sertifikat Hak Milik,EAST
1380000000.0,Cakung,3,2,75,SHM - Sertifikat Hak Milik,EAST
1380000000.0,Cakung,3,2,75,SHM - Sertifikat Hak Milik,EAST
2500000000.0,Rawamangun,3,2,180,SHM - Sertifikat Hak Milik,EAST
2950000000.0,Rawamangun,4,2,150,SHM - Sertifikat Hak Milik,EAST
3200000000.0,Pondok Kelapa,3,3,220,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Rawamangun,4,4,155,SHM - Sertifikat Hak Milik,EAST
1380000000.0,Jakarta Garden City/JGC,3,2,75,SHM - Sertifikat Hak Milik,EAST
698000000.0,Cijantung,3,2,52,SHM - Sertifikat Hak Milik,EAST
4200000000.0,Kayu Putih,4,3,220,SHM - Sertifikat Hak Milik,EAST
1380000000.0,Cakung,3,2,75,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Rawamangun,4,4,208,SHM - Sertifikat Hak Milik,EAST
4250000000.0,Duren Sawit,4,3,250,SHM - Sertifikat Hak Milik,EAST
698000000.0,Ciracas,3,2,52,SHM - Sertifikat Hak Milik,EAST
3500000000.0,Pondok Kelapa,5,4,250,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Cakung,3,3,85,SHGB - Hak Guna Bangunan,EAST
2500000000.0,Pondok Kelapa,3,3,200,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Cakung,3,3,85,SHGB - Hak Guna Bangunan,EAST
1081000000.0,Cibubur,3,2,77,SHM - Sertifikat Hak Milik,EAST
2350000000.0,Kota Wisata Cibubur,5,4,150,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Cakung,3,3,85,SHGB - Hak Guna Bangunan,EAST
1200000000.0,Kota Wisata Cibubur,3,2,80,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1750000000.0,Cakung,3,2,75,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1900000000.0,Cibubur,4,2,128,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
4500000000.0,Pondok Kelapa,4,3,300,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
2500000000.0,Kayu Putih,4,2,124,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
689000000.0,Cijantung,3,2,52,SHM - Sertifikat Hak Milik,EAST
2500000000.0,Kayu Jati,3,2,170,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
2400000000.0,Rawamangun,3,2,135,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
825000000.0,Cipayung,3,2,75,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
689000000.0,Ciracas,3,2,52,SHM - Sertifikat Hak Milik,EAST
2800000000.0,Rawamangun,4,4,160,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
2450000000.0,Pondok Gede,4,4,150,SHM - Sertifikat Hak Milik,EAST
690000000.0,Cijantung,3,2,52,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
2800000000.0,Cipayung,5,3,165,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
3000000000.0,Cibubur,4,4,214,SHM - Sertifikat Hak Milik,EAST
690000000.0,Ciracas,3,2,50,SHM - Sertifikat Hak Milik,EAST
796620000.0,Matraman,2,2,58,SHM - Sertifikat Hak Milik,EAST
1550000000.0,Condet,4,4,145,SHM - Sertifikat Hak Milik,EAST
900000000.0,Pulomas,4,2,80,SHM - Sertifikat Hak Milik,EAST
796620000.0,Jatinegara,2,2,58,SHM - Sertifikat Hak Milik,EAST
6000000000.0,Pulomas,5,3,250,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST
4000000000.0,Kota Wisata Cibubur,5,4,220,SHM - Sertifikat Hak Milik,EAST
3700000000.0,Pondok Kelapa,4,2,210,SHM - Sertifikat Hak Milik,EAST
2500000000.0,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
2000000000.0,Cakung,3,3,85,SHGB - Hak Guna Bangunan,EAST
1800000000.0,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST
5950000000.0,Pondok Kelapa,4,4,290,SHM - Sertifikat Hak Milik,EAST
3700000000.0,Cipinang,4,3,220,SHM - Sertifikat Hak Milik,EAST
3600000000.0,Pondok Kelapa,4,3,200,SHM - Sertifikat Hak Milik,EAST
3550000000.0,Rawamangun,4,2,240,SHM - Sertifikat Hak Milik,EAST
2750000000.0,Duren Sawit,4,4,180,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Rawamangun,4,4,170,SHM - Sertifikat Hak Milik,EAST
2600000000.0,Rawamangun,4,4,135,SHM - Sertifikat Hak Milik,EAST
2400000000.0,Condet,4,3,220,SHM - Sertifikat Hak Milik,EAST
2000000000.0,Condet,3,2,100,SHM - Sertifikat Hak Milik,EAST
990000000.0,Lubang Buaya,3,2,70,SHM - Sertifikat Hak Milik,EAST
700000000.0,Cibubur,2,1,45,SHM - Sertifikat Hak Milik,EAST
4900000000.0,Rawamangun,3,3,270,SHM - Sertifikat Hak Milik,EAST
1700000000.0,Cakung,4,2,120,SHM - Sertifikat Hak Milik,EAST
430000000.0,Condet,2,1,33,SHM - Sertifikat Hak Milik,EAST
2975000000.0,Jakarta Garden City/JGC,3,4,200,SHM - Sertifikat Hak Milik,EAST
1400000000.0,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST
1600000000.0,Cakung,3,2,114,SHM - Sertifikat Hak Milik,EAST
2100000000.0,Pondok Kelapa,3,2,90,SHM - Sertifikat Hak Milik,EAST
825000000.0,Pulo Gebang,3,1,60,SHM - Sertifikat Hak Milik,EAST
3600000000.0,Jatinegara,3,2,120,SHM - Sertifikat Hak Milik,EAST
2350000000.0,Duren Sawit,3,2,120,SHM - Sertifikat Hak Milik,EAST
850000000.0,Cakung,2,1,70,SHM - Sertifikat Hak Milik,EAST
1700000000.0,Cipayung,3,2,88,SHM - Sertifikat Hak Milik,EAST
